title,rank,report
영웅,10,방금 보고나왔어요.. 진심 꼭보세요.. 말이 필요없어요..
영웅,10,한국사람이면 보시길... 중후반부 부터는 내내 눈가가 촉촉했습니다. 특히 나문희선생님 감사합니다.
라 비 앙 로즈,8,
영웅,10,모두가 꼭 보았으면 합니다정말 보는 내내 가슴이 먹먹했습니다넘 많이 울어서 머리가 아프기도 하지만 ..그만큼 배우분들의 연기가 정말..전 다시 보러 갈겁니다 꼭 
영웅,10,김고은님 노래할때 절규하는 쇳소리가 살짝들릴때도 참았는데 나문희님 파트에선 그냥 자동개방 T^T
아바타: 물의 길,10,3D로 봤는데 1편보다 더 재미있게 보았습니다. 
영웅,10,시작부터 눈물이...22년의 마무리에 인생명작을 만났어요. 오늘의 감동 그대로 간직하고 싶어요. 코레아 우라!!! 
영웅,10,시대가 어떤 시대인데 평점을 이렇게 조작할까? 이왕 할 꺼면 좀 세련되게 해라 무슨 중국 주선율 영화인 줄 알겠다
영웅,10,대한민국 국민이라면 꼭 봐야하는 영화. 뮤지컬도 보았습니다만 영화도 역시나 흠 하나 없이 훌륭했구요..완벽했다 말하고 싶네요..  뮤지컬과 영화의 비교를 떠나… 우리 역사의 영웅들에게 너무 미안한 마음만 들었습니다.. 그들의 희생과 아픔으로 어렵게 얻은 민주주의인데.. 그렇게 많은 분들의 희생으로 지켜온 민주주의인데. 요즘 그 민주주의가 다시 흔들리고 있어서 더 슬펐네요.. 너무  마음이 아려.. 끝나고 나올때까지 눈물이 멈추지 않았습니다.. 
영웅,10,너무 좋았어요^^  다만 잔인함이 있어요.18세로 해주세요.영웅 화이팅!♡
아바타: 물의 길,10,세상 모든 엄마들이 다 강하지만 이 엄마는 특히 더 강하다..살짝 쫄았다..
영웅,10,"뮤지컬로 처음 접하고, 한동안 여운이 가시지않아 취해있었던기억이 있어 보기로 한 영화  영웅뮤지컬과 완전 동일한 느낌을 받기는 어려운데 못 만들었다는 얘기가 아니라  어떤부분은 뮤지컬보다 더 확 다가오고 어떤부분은 약간 못 미치기 때문이다. 동일한점은 여운이 남는다는딸아이와 함께 다시 한번 봐야겠다"
영웅,10,이런 영화는 존재만으로 충분히 가치있다고생각합니다 감동적이었어요
아바타: 물의 길,8,진짜 우주 어딘가에 아바타가 있는 것 아닐까 의심이 들정도의 생동감
코코,10,우리 집 강아지 이름이 코코라서 재밋게 봤어요 
영웅,10,시작부분부터 눈물이주르륵...진짜 감동적이었어요~연기도 노래도 연출도 넘훌륭했어요! 꼭 보세요 강추 
영웅,10,많은 사람이 봤으면 하는 마음
핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,10,연말에 애들 데리고 보러가니 딱 좋네요
인생은 아름다워,10,약간유치  약간어색하게 시작  중반 반전...끝에 눈물콧물 쏙 뺐네요.
영웅,10,감동입니다꼭보십시요!
영웅,10,오프닝 음악부터 소오오름~ 정성화 배우의 영웅을 극장에서 봐서 눈호강 제대로 OST 반복재생중
아바타: 물의 길,10,마지막 위켄드의 노래로 영화를 마무리 해서 더욱 내 머릿속 깊이 박힌 것 갈다 그저 아바타라는 제목만 보고 개봉날에 보러갔던 나를 전혀 실망시키지 않았던 제임스 카메론
탄생,10,
영웅,10,"뮤지컬도 봤었는데, 추격씬 같이 약간 지루할 수 있는 부분이 연출로 재밌게 커버했다. 김고은 노래 이렇게 잘 할 줄 몰랐고 아무튼 눈물 줄줄흘림"
맨 인 더 다크,10,신선하다 흥미롭다 재미있다 스릴있다! 2편도 나쁘진 않지만 1편에 비할바는 아니지 명작 대작 강추!
영웅,10,윤제균 감독님 아니면 누가 스크린으로 옮겨왔을까 뮤지컬 좋아한다면 즐겁게 볼수있는 작품이다편견 많은 감독님이라 호불호도 있을거고완벽하다 말할수는없지만볼만한 가치가있다고 생각함난 재미있게 봤음 또 보러 갈거임
리멤버,10,이성민 배우님 연기가 너무 실감나서두시간 넘게 시간이 가는줄 모르고몰입을 해서 보게되었다~많은생각을 하게 되는 영화꼭 추천합니다
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",10,
영웅,10,순간 순간 어느 장면도 빠지고 볼수 없는 절대 잊어서도 안되는 역사..감사합니다 잊지않겠습니다 
아바타: 물의 길,10,너무 재밌었다 마지막은 울었지만 감동 스토리 영상 뭐 하나 빠지는게 없었다 최고
버닝,6,
영웅,10,말로 표현할 수 없는 몰입감과 연기눈물 흘리는 것도 잊을만큼 2시간 내내 감정을 장악한 영화. 꼭 영화관에서 보시길 
데시벨,6,생각없이 재밌게 볼만했어요
영웅,10,노래가 너무 좋았어요 잘봤어요
영웅,10,방금 보고 나왔습니다  감정이 북받쳐서 엉엉 울다가 나왔습니다.원래 영화 평점같은거 안 남기는데...대한민국 국민이라면 모두가 봐야하는 영화 우선 순위로  아바타보다 영웅을 추천합니다!!
올빼미,10,말 그대로 최고다. 아바타보다 더 뛰어나다. 다른 분들에게도 꼭 추천하고 싶은 명작이다.
블랙 아담,8,마블에 질려갈 때쯤 DC에서도 이런 영화가 나오니 좋다. 많이 만들어줬으면 좋겠다.
킬링 디어,8,"무서운 장면 하나 없지만, 영화 끝나도록 입이 마를만큼 기괴한"
영웅,4,몇몇 장면들에서 후반부로 갈수록  노래로 인해 몰입이 어렵고 지루해지게 만들며 비장하고 무거운 영화를 경박스럽게 만들기까지 한다 
선과 악의 학교,2,답답한거 빼고 유치한거 빼고 그냥 순수하게 재미가 없다
아바타: 물의 길,10,3시간 순식간에 지나감.
영웅,10,"방금 보고 나왔어요. 뮤지컬로 보고싶었는데 표값이 ㄷㄷ;; 영화 나와서 넘 기뻤던 터라 개봉일 맞춰 봤네요. 정성화 배우님 열연에 고개가 숙여질 정도... 영웅이기 이전에 한 인간 안중근의 고뇌와 대의명분을 위한 결의가 돋보였어요.김고은 배우님을 비롯한 많은 분들이 노래하며 연기하는 게 기대했던 것 보다 더 훌륭했어요. 감동과 울림이 깊은 영화, 온 가족과 함께 보시길 추천합니다! 쌍따봉~~d(^^)b"
올빼미,4,류준열의 연기가 참 좋았습니다~^^. 
영웅,10,어머니가 안중근에게 쓴 편지내용 알고 있어도 눈물터집니다... 조용히 눈물 훔쳤어요....ㅠㅠ 
아바타: 물의 길,10,세상에 없는 아쿠리아움 탐험다녀온 느낌 
올빼미,9,"류준열 배우의 연기는 어느 정도 예상했지만, 유해진 배우의 연기가 정말 미쳤다. 영상미도 빠지지 않고, 스토리까지 놓치지 않아서 오랜만에 재밌게 본 영화였다."
영웅,10,마지막 부분에서 눈물 났음 보는거 추천해요
불릿 트레인,9,보는 내내 쫄깃했던 영화. 어디로 튈지 모르는 스토리에 긴장감을 끝까지 놓치지 않고 볼 수 있었다.
아바타: 물의 길,7,영상미로 감동을 주기엔 너무 길었다
핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,10,역시 애들한테는 핑크퐁이 짱이네요~~~ 너무 좋아해요
영웅,10,처음부터 영화끝나는 순간까지~울어씁니다 ㅠㅠ 그런 영웅 분들이 있어 우리가 행복하게  살고  있다는 생각을 하게 하는  영화입니다 배우분들 다 감동적이 연기 감사합니다 한번쯤 보시면 좋을것 같아요 추천합니다
영웅,10,꼭 다들 보셨으면 좋겠습니다.
정직한 후보2,6,"배우들의 연기는 너무 좋았지만, 1편의 신선함이 없는 것이 아쉽다."
아바타: 물의 길,2,재미가 없음 ㅡㅡ;;1탄에서 멈췄어야~~~
영웅,5,그냥 뮤지컬 싸게 봤다고 생각해야지
영웅,1,윤제균 감독 작품이 늘 그랬듯이 이번에도 너무 과하고 많은 신파가 이 작품에 들어있다 중간중간에 오글거리는 장면도 꽤 있었다 개연성에 맞지않는 굳이 필요하지 않는 부분 또한 있었다 연출도 매우 아쉽다 솔직히 말해서 돈 아깝다 솔직히 아바타나 한번 더 볼껄 하는 생각이 든다 울고 싶다면 추천을 하지만 신나는 크리스마스를 슬픈 분위기로 만드는것이 싫다면 비추천한다
헌트,8,"이정재의 감독 연출작이라 큰 기대 없이 봤지만 생각보다 재밌었다. 실화를 바탕으로 한 내용이라 스토리도 탄탄하고, 두 배우간의 신경전을 보는 재미도 있었다."
영웅,10,너무 감상깊게 봤습니다.배우 캐스팅도 좋고 연기도 좋고 매 장면 집중할수 있으며 간혹 중간중간 노래가 계속 나오지만 가사하나하나 들으면서 봤는데 너무 좋았습니다
영웅,10,레미제라블 이후 최고의 작품이네요 노래가 귓가에서 떠나질 않아요 배우님들 고생많으셨습니다 오늘 하루 애국자가 되어봅니다!!! 
그랜 토리노,8,월트의 마지막 속죄..
그랜 토리노,8,월트의 마지막 속죄..
영웅,5,안중근 다큐에 노래 우겨넣기...연출이 너무 구리고 다큐스런 내용이라 재미가 없다. 설희 일본 파티 넘버씬만 좋았다. 노래만 좋음..그냥 창작으로 뮤지컬영화 만들지..아깝네..일단 뮤지컬영화 첫시도에만 점수를 주겠어요. 
영웅,10,너무 잘봤음 진짜 연말에 강추 영화
영웅,1,07년 영화를 22년에 보고싶은 분들은 추천. 싼마이 연출과 감동의 향연.
놉,7,이영화를 본뒤로 하늘에 이상한 모양의 구름만 보이면 신경이 쓰인다.
영웅,10,
아바타: 물의 길,10,아이맥스로 보세요. 완전 신세계입니다
영웅,10,많은 사람들이 봐서 꼭 천만 넘었으면 좋겠습니다.  정말 잘 만든 영화입니다.
아바타: 물의 길,10,영화본게 아니라 다른 나라 여행 다녀온듯한 기분. 최고
아바타: 물의 길,10,저는 왜이렇게 슬픈건가요? 아름다운 영상미도 한몫한 것 같네요 또 볼거에요 
영웅,6,"진정한 영웅은 김보성,효도르의 영웅이 진짜지.."
영웅,10,한국인이면 봐야합니다. 특히 학생들 단체로 보면 역사 교육에 좋을 듯 합니다. 
아바타: 물의 길,10,"보통 나와서 주인공이 뭐~~ 했을 때 이러는데 4Dx3D로 보고 나와서 그런지 나도 모르게 우리 ~~ 했을 때 ㅇㅈ ,,, 말하고도 충격적이였다 그만큼 너무 생생했던 영화. 영상미 진짜 최고ㅠ 별로라고 하시는 분들은 그냥 편안하게 그냥 즐겨보기를,,"
영웅,10,두시간동안 엄청울었네요뮤지컬도 좋아하는데 영화너무감동꼭봐야할 영화입니다
아바타: 물의 길,1,넘 지루했습니다. 시간도 아까왔고 ㅠㅠ. 넘 기대 하진 마시길
아바타: 물의 길,10,평점들 까탈스럽네. 이게 10점 안받으면 개오바쎄바참치다.그런데 아빠가 누굴까?ㅋ
영웅,10,그가 꿈꿨던 독립조국에서우리는 살고 있습니다.
영웅,10,제가오늘영화영웅을보고왔습니다슬픕니다안중근의희생잊지않겠습니다
영웅,9,영화 시작부터 울컥 눈물이...
엔시티 드림 더 무비 : 인 어 드림,10,엔시티 드림 영원하시라고요
미세스 다웃파이어,10,내가 젤 좋아하는배우의 최고의 연기 ㅋㅋㅋ너무 재밌고 웃기고 안타깝고 슬프기도한데 유쾌한영화
영웅,8,"배우들의 연기가 좋았습니다. 뮤지컬 영화인 거 알고 보러갔지만, 몰입될 순간에 노래가 나오는 건 적응이 좀 안되네요"
아바타: 물의 길,10,아직 안 봤지만 정말 재밌어요 벌써 재밌고 감동적이에요
잭 스나이더의 저스티스 리그,9,"Totally different!!! 빌런 캐릭터, 영화 분위기, 스토리, 전투신 전부 다름. 어벤져스 보다 퀄리타 좋다. "
"나는 내일, 어제의 너와 만난다",10,이프온리와 더불어 손에 꼽는 영화
영웅,10,한국인이면 꼭 보아야 할 영화
탑건: 매버릭,10,완벽한 후속이다 강추..
몬스터,9,전 재미있게봤어요 (bTV에서 무료로 봐서 그럴수도)병맛스릴러라는 새장르 개척된듯 합니다두 좋아하는 배우  이민기씨 김고은씨의 연기변신 너무 좋았습니다
아바타: 물의 길,10,이번편도 겁나 잘만든건데 몇몇 빡대갈들이 평점 테러하네 ㅋㅋㅋ 대체 어떻게 만들어야지 잘만든건데? 영화의 영자도 모르는 새끼들 ㄷㄷ 
아바타: 물의 길,10,언제 또 보러갈까 고민중
아바타: 물의 길,8,인간 싫어짐
영웅,10,김고은짱 안중근역정성화연기잘하네요 
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",9,"정말 많이 울면서 감상했습니다. `7번방의 선물`을 감상했을 때도 이 정도로 울진 않았는데요. 사실 소설을 이미 읽은 상태에서, 얼마나 잘 영화화 되었을지 기대 반, 여타 다른 소설 원작 미디어믹스가 그랬듯 작품을 망치진 않았을까 하는 걱정 반으로 영화를 감상했습니다. 소설책과 달리, 마오리가 기억장애가 있다는 사실을 시작부터 미리 드러냄과 동시에, 기억장애가 회복된 시점에서 이즈미가 일기를 읽고 회상하는 식으로 전개되면서, 원작에 비해 반전의 충격이 줄었다는 점은 아쉬웠지만, 외려 그 덕에 토오루의 상실에서 오는 공허감과 빈자리의 크기를 더욱 크게 느낄 수 있게 만들어져 좋았습니다. 거기다 영상미도 아름답게 담아주셔서 눈 또한 즐겁게 감상할 수 있었습니다. "
영웅,10,우리가 살아가는데 다시금 생각하게끔 해주는영화
아바타: 물의 길,10,감동적이고 가족을 지키려는게 개명작이다
아바타: 물의 길,10,
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",9,영화 자체가 색감이며 영상이며 너무 예쁘고 스토리는 말해뭐해 좋고 연기를 너무 잘하셔서 몰입하면서 봤어요 너무 좋았어요
영웅,10,방금 용산CGV 오전 11:40분꺼 보고 나왔어요 첫 장면부터 심장이 뜨거워져서 울다가 몇몇장면들이 감정이입이되서 슬펐어요ㅠㅡㅠ 또 보러 가야겠어요   
영웅,10,영화 예술이더라...
아바타: 물의 길,2,
